split,action_id,box_location,unclear_reason,notes,labeled_at
train,action_723,unclear,,,1779423396.290215
train,action_724,outside,,,1779423406.396999
train,action_725,outside,,,1779423441.902657
train,action_726,outside,,,1779423446.3574479
train,action_727,outside,,,1779423456.407419
train,action_728,outside,,,1779423460.295935
train,action_729,outside,,,1779423464.5670242
train,action_730,outside,,,1779423476.658782
train,action_731,outside,,,1779423481.790913
train,action_732,outside,,,1779423486.64415
train,action_733,outside,,,1779423490.697958
train,action_734,outside,,,1779423495.379991
train,action_735,outside,,,1779423499.626601
train,action_736,outside,,,1779423505.099995
train,action_737,outside,,,1779423511.188895
train,action_738,outside,,,1779423516.183601
train,action_739,inside,,,1779423525.825789
train,action_740,inside,,,1779423544.069396
train,action_741,outside,,,1779423549.0263739
train,action_742,outside,,,1779423553.4898372
train,action_743,inside,,,1779423596.351118
train,action_744,outside,,,1779423600.779973
train,action_745,outside,,,1779423605.346129
train,action_746,outside,,,1779423610.2060008
train,action_747,outside,,,1779423614.75682
train,action_748,outside,,,1779423621.14661
train,action_749,unclear,,,1779425091.240237
train,action_750,outside,,,1779425097.681869
train,action_751,outside,,,1779425102.146362
train,action_752,outside,,,1779425106.843232
train,action_753,outside,,,1779425113.3233962
train,action_754,outside,,,1779425117.721762
train,action_755,outside,,,1779425121.756576
train,action_756,outside,,,1779425126.678098
train,action_757,outside,,,1779425130.6520572
train,action_758,outside,,,1779425135.018154
train,action_759,outside,,,1779425139.338985
train,action_760,outside,,,1779425143.61485
train,action_761,outside,,,1779425148.143688
train,action_762,outside,,,1779425153.6622982
train,action_763,outside,,,1779425159.080114
train,action_764,outside,,,1779425163.839648
train,action_765,outside,,,1779425168.277571
train,action_766,outside,,,1779425172.801017
train,action_767,outside,,,1779425176.893074
train,action_768,outside,,,1779425180.75156
train,action_769,outside,,,1779425187.0232441
train,action_770,outside,,,1779425191.4932601
train,action_771,outside,,,1779425195.751284
train,action_772,inside,,,1779425203.354051
train,action_773,outside,,,1779425212.439847
train,action_774,outside,,,1779425216.784998
train,action_775,outside,,,1779425220.758253
train,action_776,outside,,,1779425224.3270779
train,action_777,outside,,,1779425228.66275
train,action_778,outside,,,1779425233.16451
train,action_779,outside,,,1779425237.661067
train,action_780,outside,,,1779425241.909826
train,action_781,outside,,,1779425246.520208
train,action_782,inside,,,1779425252.552379
train,action_783,outside,,,1779425259.103014
train,action_784,outside,,,1779425263.614688
train,action_785,outside,,,1779425267.994317
train,action_786,outside,,,1779425272.78738
train,action_787,outside,,,1779425277.1745632
train,action_788,outside,,,1779425281.887336
train,action_789,outside,,,1779425304.285998
train,action_790,outside,,,1779425312.555752
train,action_791,outside,,,1779425323.263099
train,action_792,outside,,,1779425327.595839
train,action_793,outside,,,1779425330.965773
train,action_794,outside,,,1779425335.823474
train,action_795,unclear,,,1779425349.3365262
train,action_796,outside,,,1779425355.022105
train,action_797,outside,,,1779425359.48274
train,action_798,outside,,,1779425364.296246
train,action_799,outside,,,1779425375.532634
train,action_800,outside,,,1779425381.76633
train,action_801,outside,,,1779425386.42064
train,action_802,outside,,,1779425390.918645
train,action_803,outside,,,1779425394.807572
train,action_804,outside,,,1779425399.309002
train,action_805,outside,,,1779425405.7322922
train,action_806,outside,,,1779425419.61642
train,action_807,outside,,,1779425429.592326
train,action_808,outside,,,1779425435.586139
train,action_809,outside,,,1779425440.197233
train,action_810,outside,,,1779425451.888059
train,action_811,outside,,,1779425457.266003
train,action_812,outside,,,1779425463.449638
train,action_813,outside,,,1779425468.746677
train,action_814,outside,,,1779425473.195014
train,action_815,outside,,,1779425480.9272242
train,action_816,outside,,,1779425486.068316
train,action_817,outside,,,1779425490.93258
train,action_818,outside,,,1779425495.307795
train,action_819,outside,,,1779425501.637984
train,action_820,outside,,,1779425506.098235
train,action_821,outside,,,1779425523.309825
train,action_822,outside,,,1779425527.5266712
train,action_823,outside,,,1779425531.9122071
train,action_824,outside,,,1779425537.378269
train,action_825,outside,,,1779425541.732186
train,action_826,outside,,,1779425546.539048
train,action_827,outside,,,1779425551.7855859
train,action_828,outside,,,1779425558.5807428
train,action_829,outside,,,1779425565.436081
train,action_830,outside,,,1779425575.783736
train,action_831,outside,,,1779425581.731977
train,action_832,outside,,,1779425588.211444
train,action_833,outside,,,1779425593.5112598
train,action_834,outside,,,1779425597.63715
train,action_835,outside,,,1779425601.7041652
train,action_836,outside,,,1779425605.742935
train,action_837,outside,,,1779425610.396186
train,action_838,outside,,,1779425614.88274
train,action_839,outside,,,1779425620.034073
train,action_840,outside,,,1779425625.8597739
train,action_841,outside,,,1779425630.937191
train,action_842,outside,,,1779425637.436213
train,action_843,outside,,,1779425642.7299168
train,action_844,outside,,,1779425647.304883
train,action_845,inside,,,1779425656.487925
train,action_846,outside,,,1779425660.968632
train,action_847,outside,,,1779425663.606477
train,action_848,outside,,,1779425667.5744991
train,action_849,outside,,,1779425671.875247
train,action_850,outside,,,1779425676.1703029
train,action_851,outside,,,1779425680.5915918
train,action_852,outside,,,1779425768.500428
train,action_853,inside,,,1779435610.905654
train,action_854,outside,,,1779435616.013351
train,action_855,outside,,,1779435620.3465998
train,action_856,outside,,,1779435623.9947798
train,action_857,outside,,,1779435628.643434
train,action_858,outside,,,1779435633.262023
train,action_859,outside,,,1779435637.548038
train,action_860,outside,,,1779435642.2141209
train,action_861,outside,,,1779435646.925108
train,action_862,outside,,,1779435651.362668
train,action_863,inside,,,1779435658.533003
train,action_864,outside,,,1779435664.593198
train,action_865,outside,,,1779435669.1856499
train,action_866,outside,,,1779435680.173172
train,action_867,outside,,,1779435685.5169668
train,action_868,outside,,,1779435696.312052
train,action_869,outside,,,1779435700.327292
train,action_870,outside,,,1779435706.8118231
train,action_871,outside,,,1779435713.56939
train,action_872,outside,,,1779435718.3812559
train,action_873,outside,,,1779435724.068322
train,action_874,outside,,,1779435728.407789
train,action_875,outside,,,1779435732.502356
train,action_876,outside,,,1779435737.669179
train,action_877,outside,,,1779435743.576343
train,action_878,outside,,,1779435749.555528
train,action_879,outside,,,1779435753.79905
train,action_880,outside,,,1779435758.6280162
train,action_881,outside,,,1779435762.7645319
train,action_882,outside,,,1779435767.18111
train,action_883,outside,,,1779435771.8406222
train,action_884,outside,,,1779435780.0610182
train,action_885,outside,,,1779435784.8656719
train,action_886,outside,,,1779435789.36054
train,action_887,outside,,,1779435794.079583
train,action_888,outside,,,1779435798.5262542
train,action_889,outside,,,1779435804.130013
train,action_890,outside,,,1779435808.819833
train,action_891,outside,,,1779435813.484801
train,action_892,inside,,,1779435847.665982
train,action_893,inside,,,1779435855.292885
train,action_894,outside,,,1779435860.733471
train,action_895,outside,,,1779435865.68727
train,action_896,outside,,,1779435873.8323462
train,action_897,outside,,,1779435886.86767
train,action_898,unclear,,,1779435910.4415832
train,action_899,outside,,,1779435917.444492
train,action_900,outside,,,1779435925.030838
train,action_901,unclear,,,1779435949.23682
train,action_902,outside,,,1779435952.594223
train,action_903,outside,,,1779435957.190769
train,action_904,outside,,,1779435963.54656
train,action_905,inside,,,1779435968.150557
train,action_906,outside,,,1779435974.497442
train,action_907,outside,,,1779435978.993653
train,action_908,outside,,,1779435984.1174378
train,action_909,outside,,,1779435996.684507
train,action_910,outside,,,1779436000.9162428
train,action_911,inside,,,1779436039.01999
train,action_912,outside,,,1779436044.14134
train,action_913,outside,,,1779436049.181373
train,action_914,outside,,,1779436052.8873322
train,action_915,outside,,,1779436057.9627311
train,action_916,inside,,,1779436074.258525
train,action_917,outside,,,1779436079.1461508
train,action_918,outside,,,1779436084.0372741
train,action_919,outside,,,1779436089.75296
train,action_920,outside,,,1779436094.5221279
train,action_921,inside,,,1779436106.162627
train,action_922,outside,,,1779436111.9455948
train,action_923,outside,,,1779436114.182183
train,action_924,outside,,,1779436117.977668
train,action_925,outside,,,1779436122.7621188
train,action_926,outside,,,1779436127.379723
train,action_927,outside,,,1779436129.527622
train,action_928,outside,,,1779436133.850914
train,action_929,outside,,,1779436138.357718
train,action_930,outside,,,1779436142.421227
train,action_931,outside,,,1779436147.6008399
train,action_932,outside,,,1779436158.728724
train,action_933,outside,,,1779436164.1024399
train,action_934,outside,,,1779436170.3879879
train,action_935,outside,,,1779436176.6540642
train,action_936,outside,,,1779436181.860395
train,action_937,outside,,,1779436186.143103
train,action_938,outside,,,1779436190.662431
train,action_939,outside,,,1779436194.897728
train,action_940,outside,,,1779436199.7090912
train,action_941,outside,,,1779436204.086108
train,action_942,outside,,,1779436210.0687912
train,action_943,outside,,,1779436214.792065
train,action_944,outside,,,1779436220.958611
train,action_945,outside,,,1779436224.570643
train,action_946,outside,,,1779436272.34987
train,action_947,outside,,,1779436276.501527
train,action_948,outside,,,1779436281.379345
train,action_949,outside,,,1779436287.885925
train,action_950,outside,,,1779436291.574935
train,action_951,outside,,,1779436296.197629
train,action_952,outside,,,1779436300.437264
train,action_953,inside,,,1779436316.324542
train,action_954,outside,,,1779436320.816481
train,action_955,outside,,,1779436325.904625
train,action_956,unclear,,,1779436333.3656268
train,action_957,outside,,,1779436345.8107488
train,action_958,inside,,,1779436356.4340942
train,action_959,outside,,,1779436360.885182
train,action_960,unclear,,,1779436374.868553
train,action_961,inside,,,1779436384.206416
train,action_962,outside,,,1779436391.740617
train,action_963,outside,,,1779436396.112726
train,action_964,outside,,,1779436402.482635
train,action_965,outside,,,1779436408.7402182
train,action_966,outside,,,1779436413.189762
train,action_967,outside,,,1779436418.3466299
train,action_968,outside,,,1779436423.180562
train,action_969,unclear,,,1779436439.479303
train,action_970,outside,,,1779436445.373983
train,action_971,outside,,,1779436452.797121
train,action_972,outside,,,1779436458.531327
train,action_973,inside,,,1779436464.644345
train,action_974,outside,,,1779436470.011328
train,action_975,outside,,,1779436473.764446
train,action_976,outside,,,1779436478.328127
train,action_977,outside,,,1779436483.162802
train,action_978,outside,,,1779436511.418132
train,action_979,outside,,,1779436516.1478982
train,action_980,outside,,,1779436519.680088
train,action_981,outside,,,1779436523.8947022
train,action_982,outside,,,1779436529.536617
train,action_983,outside,,,1779436534.971949
train,action_984,inside,,,1779436606.821921
train,action_985,outside,,,1779436613.1238232
train,action_986,outside,,,1779436617.933381
train,action_987,outside,,,1779436623.694518
train,action_988,outside,,,1779436628.851406
train,action_989,outside,,,1779436635.5871942
train,action_990,outside,,,1779436640.826127
train,action_991,outside,,,1779436646.18408
train,action_992,outside,,,1779436651.470721
train,action_993,outside,,,1779436655.2216709
train,action_994,outside,,,1779436661.595171
train,action_995,outside,,,1779436666.404074
train,action_996,outside,,,1779436671.334612
train,action_997,outside,,,1779436676.292212
train,action_998,outside,,,1779436687.675026
train,action_999,outside,,,1779436692.403987
train,action_1000,outside,,,1779436699.164154
train,action_1001,inside,,,1779436704.96401
train,action_1002,outside,,,1779436712.2108748
train,action_1003,outside,,,1779436720.351018
train,action_1004,unclear,,,1779436733.8464372
train,action_1005,outside,,,1779436744.7563782
train,action_1006,outside,,,1779436753.865914
train,action_1007,inside,,,1779436762.203531
train,action_1008,outside,,,1779436765.127945
train,action_1009,outside,,,1779436769.908919
train,action_1010,outside,,,1779436774.5045362
train,action_1011,outside,,,1779436780.2545652
train,action_1012,outside,,,1779436785.100571
train,action_1013,outside,,,1779436789.607214
train,action_1014,outside,,,1779436793.8864949
train,action_1015,outside,,,1779436797.287029
train,action_1016,outside,,,1779436805.002476
train,action_1017,outside,,,1779436809.725638
train,action_1018,outside,,,1779436814.1047611
train,action_1019,outside,,,1779436819.51399
train,action_1020,outside,,,1779436824.280719
train,action_1021,inside,,,1779436834.86035
train,action_1022,outside,,,1779436842.642522
train,action_1023,outside,,,1779436848.9376159
train,action_1024,outside,,,1779436853.3054562
train,action_1025,outside,,,1779436858.47337
train,action_1026,outside,,,1779436863.835635
train,action_1027,outside,,,1779436868.51497
train,action_1028,outside,,,1779436872.799735
train,action_1029,outside,,,1779436876.7294238
train,action_1030,outside,,,1779436881.321032
train,action_1031,outside,,,1779436885.319021
train,action_1032,outside,,,1779436889.711828
train,action_1033,outside,,,1779436893.6304672
train,action_1034,outside,,,1779436896.1205251
train,action_1035,outside,,,1779436907.190101
train,action_1036,outside,,,1779436911.5474792
train,action_1037,outside,,,1779436915.034529
train,action_1038,outside,,,1779436916.230765
train,action_1039,unclear,,,1779436976.830539
train,action_1040,outside,,,1779436982.437836
train,action_1041,outside,,,1779436989.425718
train,action_1042,outside,,,1779437000.988727
train,action_1043,inside,,,1779437012.149863
train,action_1044,outside,,,1779437017.904671
train,action_1045,outside,,,1779437024.1682382
train,action_1046,outside,,,1779437030.096042
train,action_1047,outside,,,1779437040.903883
train,action_1048,outside,,,1779437045.3623848
train,action_1049,outside,,,1779437055.28638
train,action_1050,outside,,,1779437060.528748
train,action_1051,outside,,,1779437064.962703
train,action_1052,outside,,,1779437075.197655
train,action_1053,outside,,,1779437081.589639
train,action_1054,outside,,,1779437089.082916
train,action_1055,outside,,,1779437093.189342
train,action_1056,outside,,,1779437097.8285801
train,action_1057,outside,,,1779437102.7788942
train,action_1058,outside,,,1779437106.5973241
train,action_1059,outside,,,1779437110.71896
train,action_1060,outside,,,1779437115.628879
train,action_1061,outside,,,1779437121.552157
train,action_1062,outside,,,1779437128.17053
train,action_1063,unclear,,,1779437137.466804
train,action_1064,outside,,,1779437147.9553301
train,action_1065,outside,,,1779437153.553088
train,action_1066,outside,,,1779437157.983816
train,action_1067,outside,,,1779437162.895854
train,action_1068,outside,,,1779437167.548352
train,action_1069,outside,,,1779437171.868497
train,action_1070,unclear,,,1779437179.025655
train,action_1071,unclear,,,1779437194.382848
train,action_1072,outside,,,1779437203.369645
train,action_1073,outside,,,1779437207.177912
train,action_1074,outside,,,1779437211.372971
train,action_1075,outside,,,1779437216.187286
train,action_1076,outside,,,1779437226.666995
train,action_1077,outside,,,1779437232.7129622
train,action_1078,outside,,,1779437237.10358
train,action_1079,outside,,,1779437241.8166552
train,action_1080,outside,,,1779437246.085948
train,action_1081,outside,,,1779437250.60603
train,action_1082,outside,,,1779437256.761677
train,action_1083,outside,,,1779437261.530158
train,action_1084,outside,,,1779437265.636381
train,action_1085,outside,,,1779437269.9239721
train,action_1086,outside,,,1779437276.373659
train,action_1087,outside,,,1779437281.1860921
train,action_1088,outside,,,1779437286.2728782
train,action_1089,inside,,,1779437304.966746
train,action_1090,unclear,,,1779437318.465538
train,action_1091,outside,,,1779437324.313194
train,action_1092,outside,,,1779437328.9095209
train,action_1093,outside,,,1779437333.617706
train,action_1094,outside,,,1779437337.18574
train,action_1095,outside,,,1779437342.6081438
train,action_1096,outside,,,1779437347.0674062
train,action_1097,outside,,,1779437413.43132
train,action_1098,outside,,,1779437417.698101
train,action_1099,outside,,,1779437422.002511
train,action_1100,outside,,,1779437425.772783
train,action_1101,outside,,,1779437430.2419672
train,action_1102,outside,,,1779437434.627338
train,action_1103,outside,,,1779437461.743393
train,action_1104,outside,,,1779437465.675607
train,action_1105,outside,,,1779437471.496829
train,action_1106,outside,,,1779437475.924165
train,action_1107,outside,,,1779437480.324214
train,action_1108,outside,,,1779437484.831831
train,action_1109,outside,,,1779437501.908674
train,action_1110,outside,,,1779437539.156672
train,action_1111,outside,,,1779437544.0669591
train,action_1112,outside,,,1779437604.644799
train,action_1113,outside,,,1779437610.222111
train,action_1114,outside,,,1779437637.449916
train,action_1115,outside,,,1779437643.89794
train,action_1116,outside,,,1779437648.4820101
train,action_1117,outside,,,1779437652.787224
train,action_1118,unclear,,,1779437695.003823
train,action_1119,outside,,,1779437749.8449101
train,action_1120,outside,,,1779437754.296326
train,action_1121,outside,,,1779437758.018194
train,action_1122,outside,,,1779437762.236638
train,action_1123,outside,,,1779437766.461685
train,action_1124,outside,,,1779437770.7994392
train,action_1125,outside,,,1779437775.084696
train,action_1126,outside,,,1779437777.847179
train,action_1127,outside,,,1779437783.639107
train,action_1128,outside,,,1779437789.628004
train,action_1129,outside,,,1779437793.54005
train,action_1130,outside,,,1779437797.6842299
train,action_1131,outside,,,1779437802.470197
train,action_1132,outside,,,1779437807.114953
train,action_1133,unclear,,,1779437814.405018
train,action_1134,outside,,,1779437817.661438
train,action_1135,outside,,,1779437822.349691
train,action_1136,outside,,,1779437826.9039319
train,action_1137,outside,,,1779437831.683299
train,action_1138,inside,,,1779437881.282005
train,action_1139,outside,,,1779437885.1692648
train,action_1140,outside,,,1779437888.4712372
train,action_1141,outside,,,1779437891.775724
train,action_1142,outside,,,1779437897.347328
train,action_1143,outside,,,1779437901.306622
train,action_1144,outside,,,1779437909.795105
train,action_1145,outside,,,1779437915.4066508
train,action_1146,outside,,,1779437919.5637052
train,action_1147,unclear,,,1779438003.0890722
train,action_1148,outside,,,1779438019.849097
train,action_1149,outside,,,1779438023.226669
train,action_1150,outside,,,1779438027.414463
train,action_1151,outside,,,1779438032.668083
train,action_1152,outside,,,1779438037.18401
train,action_1153,inside,,,1779438047.600853
train,action_1154,outside,,,1779438052.228877
train,action_1155,outside,,,1779438058.0466821
train,action_1156,outside,,,1779438062.39138
train,action_1157,unclear,,,1779438112.548924
train,action_1158,outside,,,1779438117.664072
train,action_1159,unclear,,,1779438160.535279
train,action_1160,outside,,,1779438166.495601
train,action_1161,outside,,,1779438171.317177
train,action_1162,outside,,,1779438175.5518441
train,action_1163,outside,,,1779438180.0907168
train,action_1164,outside,,,1779438184.870034
train,action_1165,outside,,,1779438188.7362828
train,action_1166,outside,,,1779438193.442127
train,action_1167,outside,,,1779438198.148819
train,action_1168,outside,,,1779438203.506019
train,action_1169,inside,,,1779438211.709169
train,action_1170,outside,,,1779438217.8983948
train,action_1171,outside,,,1779438225.7914271
train,action_1172,outside,,,1779438238.294063
train,action_1173,inside,,,1779438247.723287
train,action_1174,inside,,,1779438254.5700648
train,action_1175,outside,,,1779438257.949805
train,action_1176,unclear,,,1779438288.311161
train,action_1177,outside,,,1779438295.434222
train,action_1178,outside,,,1779438307.001893
train,action_1179,outside,,,1779438317.252379
train,action_1180,outside,,,1779438322.5745878
train,action_1181,outside,,,1779438326.9736362
train,action_1182,outside,,,1779438331.211942
train,action_1183,inside,,,1779438337.094455
train,action_1184,outside,,,1779438348.213245
train,action_1185,outside,,,1779438353.486584
train,action_1186,outside,,,1779438358.108217
train,action_1187,outside,,,1779438363.8351948
train,action_1188,outside,,,1779438368.99296
train,action_1189,outside,,,1779438377.3992581
train,action_1190,outside,,,1779438386.6251829
train,action_1191,outside,,,1779438391.412964
train,action_1192,outside,,,1779438457.521803
train,action_1193,unclear,,,1779438471.460384
train,action_1194,outside,,,1779438605.207825
train,action_1195,unclear,,,1779438611.635305
train,action_1196,unclear,,,1779438637.8580291
train,action_1197,outside,,,1779438643.558801
train,action_1198,unclear,,,1779438656.5357661
train,action_1199,outside,,,1779438670.389079
train,action_1200,outside,,,1779438689.902993
train,action_1201,outside,,,1779438696.453056
train,action_1202,outside,,,1779438701.883112
train,action_1203,outside,,,1779438706.046143
train,action_1204,outside,,,1779438710.4864519
train,action_1205,outside,,,1779438714.998954
train,action_1206,outside,,,1779438722.349262
train,action_1207,inside,,,1779438728.974449
train,action_1208,inside,,,1779438737.406052
train,action_1209,outside,,,1779438748.756626
train,action_1210,outside,,,1779438753.96634
train,action_1211,outside,,,1779438758.088712
train,action_1212,outside,,,1779438762.6454499
train,action_1213,unclear,,,1779439234.639332
train,action_1214,outside,,,1779439241.723217
train,action_1215,outside,,,1779439246.009977
train,action_1216,outside,,,1779439250.544965
train,action_1217,outside,,,1779439254.145901
train,action_1218,outside,,,1779439257.6875699
train,action_1219,outside,,,1779439263.605056
train,action_1220,outside,,,1779439265.795265
train,action_1221,outside,,,1779439270.602582
train,action_1222,outside,,,1779439275.348288
train,action_1223,unclear,,,1779439287.852619
train,action_1224,outside,,,1779439300.5812218
train,action_1225,outside,,,1779439305.090432
train,action_1226,outside,,,1779439310.713384
train,action_1227,inside,,,1779439318.967679
train,action_1228,outside,,,1779439323.714423
train,action_1229,outside,,,1779439327.3957891
train,action_1230,outside,,,1779439340.559157
train,action_1231,outside,,,1779439345.007196
train,action_1232,outside,,,1779439349.892853
train,action_1233,unclear,,,1779439404.375942
train,action_1234,outside,,,1779439408.765837
train,action_1235,outside,,,1779439414.109101
train,action_1236,outside,,,1779439418.4412951
train,action_1237,inside,,,1779439432.026625
train,action_1238,outside,,,1779439436.5698822
train,action_1239,outside,,,1779439441.889848
train,action_1240,outside,,,1779439446.639004
train,action_1241,outside,,,1779439454.8052218
train,action_1242,outside,,,1779439459.1670458
train,action_1243,inside,,,1779439462.40877
train,action_1244,outside,,,1779439468.221238
train,action_1245,outside,,,1779439472.262996
train,action_1246,outside,,,1779439476.280836
train,action_1247,outside,,,1779439480.834058
train,action_1248,outside,,,1779439484.601665
train,action_1249,outside,,,1779439488.8447921
train,action_1250,outside,,,1779439494.588875
train,action_1251,outside,,,1779439499.000404
train,action_1252,outside,,,1779439503.406652
train,action_1253,outside,,,1779439511.037336
train,action_1254,outside,,,1779439519.145195
train,action_1255,outside,,,1779439525.324619
train,action_1256,outside,,,1779439529.643871
train,action_1257,outside,,,1779439534.129856
train,action_1258,outside,,,1779439538.748065
train,action_1259,outside,,,1779439544.403988
train,action_1260,outside,,,1779439548.7836108
train,action_1261,outside,,,1779439553.3897269
train,action_1262,outside,,,1779439557.481398
train,action_1263,outside,,,1779439562.1557388
train,action_1264,outside,,,1779439566.4132118
train,action_1265,outside,,,1779439571.0098188
train,action_1266,outside,,,1779439575.546889
train,action_1267,outside,,,1779439581.0638652
train,action_1268,outside,,,1779439587.732639
train,action_1269,outside,,,1779439591.832227
train,action_1270,outside,,,1779439595.905828
train,action_1271,outside,,,1779439597.938592
train,action_1272,outside,,,1779439602.093675
train,action_1273,unclear,,,1779439635.940531
train,action_1274,outside,,,1779439666.557183
train,action_1275,unclear,,,1779439676.675101
train,action_1276,inside,,,1779439681.075764
train,action_1277,outside,,,1779439685.198615
train,action_1278,outside,,,1779439690.107627
train,action_1279,outside,,,1779439694.7517068
train,action_1280,outside,,,1779439699.025283
train,action_1281,outside,,,1779439703.358868
train,action_1282,outside,,,1779439706.128273
train,action_1283,outside,,,1779439709.524959
train,action_1284,outside,,,1779439713.726491
train,action_1285,outside,,,1779439717.619506
train,action_1286,outside,,,1779439722.057476
train,action_1287,outside,,,1779439725.7338638
train,action_1288,unclear,,,1779439736.56169
train,action_1289,outside,,,1779439753.9698958
train,action_1290,outside,,,1779439758.359505
train,action_1291,outside,,,1779439763.352139
train,action_1292,outside,,,1779439768.313931
train,action_1293,outside,,,1779439772.804291
train,action_1294,outside,,,1779439777.1100092
train,action_1295,outside,,,1779439782.149856
train,action_1296,outside,,,1779439787.094056
train,action_1297,outside,,,1779439791.643588
train,action_1298,unclear,,,1779439798.463212
train,action_1299,inside,,,1779439804.358867
train,action_1300,outside,,,1779439809.442819
train,action_1301,outside,,,1779439813.664005
train,action_1302,outside,,,1779439818.619798
train,action_1303,outside,,,1779439823.7811189
train,action_1304,outside,,,1779439830.4036548
train,action_1305,outside,,,1779471673.650337
train,action_1306,outside,,,1779471678.372302
train,action_1307,inside,,,1779471686.264012
train,action_1308,outside,,,1779471692.631619
train,action_1309,outside,,,1779471697.036559
train,action_1310,outside,,,1779471699.783991
train,action_1311,outside,,,1779471703.531181
train,action_1312,outside,,,1779471707.531349
train,action_1313,outside,,,1779471712.266845
train,action_1314,outside,,,1779471716.477664
train,action_1315,outside,,,1779471721.5099158
train,action_1316,outside,,,1779471725.895995
train,action_1317,outside,,,1779471730.545347
train,action_1318,outside,,,1779471734.8058722
train,action_1319,inside,,,1779471744.2958531
train,action_1320,outside,,,1779471749.099946
train,action_1321,outside,,,1779471753.4136388
train,action_1322,outside,,,1779471759.8519511
train,action_1323,outside,,,1779471765.358727
train,action_1324,outside,,,1779471769.746878
train,action_1325,outside,,,1779471774.448322
train,action_1326,unclear,,,1779471884.3697011
train,action_1327,outside,,,1779471889.2564218
train,action_1328,outside,,,1779471893.733956
train,action_1329,outside,,,1779471898.3168352
train,action_1330,outside,,,1779471903.1013162
train,action_1331,outside,,,1779471908.4684951
train,action_1332,outside,,,1779471912.9776902
train,action_1333,outside,,,1779471918.3715909
train,action_1334,outside,,,1779471936.81664
train,action_1335,unclear,,,1779471955.018037
train,action_1336,outside,,,1779471961.839864
train,action_1337,outside,,,1779471966.3891342
train,action_1338,outside,,,1779471975.96448
train,action_1339,outside,,,1779471980.323534
train,action_1340,outside,,,1779471989.9860659
train,action_1341,inside,,,1779471994.6540868
train,action_1342,outside,,,1779472000.963116
train,action_1343,outside,,,1779472005.107734
train,action_1344,unclear,,,1779472012.632917
train,action_1345,unclear,,,1779472023.944503
train,action_1346,outside,,,1779472031.04802
train,action_1347,outside,,,1779472035.747051
train,action_1348,outside,,,1779472039.693352
train,action_1349,outside,,,1779472044.127997
train,action_1350,inside,,,1779472048.5582788
train,action_1351,unclear,,,1779472063.74717
train,action_1352,outside,,,1779472068.24677
train,action_1353,outside,,,1779472073.230564
train,action_1354,outside,,,1779472077.2678568
train,action_1355,outside,,,1779472081.163139
train,action_1356,outside,,,1779472085.2469451
train,action_1357,outside,,,1779472089.6623418
train,action_1358,outside,,,1779472094.8644228
train,action_1359,inside,,,1779472102.4507542
train,action_1360,outside,,,1779472106.7621171
train,action_1361,outside,,,1779472111.348578
train,action_1362,unclear,,,1779472126.871679
train,action_1363,outside,,,1779472131.486911
train,action_1364,outside,,,1779472136.2097569
train,action_1365,inside,,,1779472190.0224562
train,action_1366,outside,,,1779472196.019022
train,action_1367,outside,,,1779472200.2490282
train,action_1368,outside,,,1779472204.482089
train,action_1369,outside,,,1779472209.5355709
train,action_1370,outside,,,1779472215.6287649
train,action_1371,outside,,,1779472219.965714
train,action_1372,outside,,,1779472223.9230561
train,action_1373,outside,,,1779472228.362048
train,action_1374,outside,,,1779472233.147234
train,action_1375,outside,,,1779472237.393139
train,action_1376,outside,,,1779472242.0575309
train,action_1377,outside,,,1779472246.90258
train,action_1378,outside,,,1779472251.0812428
train,action_1379,outside,,,1779472257.7246878
train,action_1380,outside,,,1779472263.7918642
train,action_1381,outside,,,1779472270.230345
train,action_1382,outside,,,1779472274.770598
train,action_1383,outside,,,1779472279.614262
train,action_1384,outside,,,1779472284.661325
train,action_1385,outside,,,1779472288.7644851
train,action_1386,unclear,,,1779472325.8934379
train,action_1387,outside,,,1779472330.381321
train,action_1388,outside,,,1779472334.972639
train,action_1389,outside,,,1779472340.1654022
train,action_1390,outside,,,1779472344.282718
train,action_1391,outside,,,1779472348.5803258
train,action_1392,outside,,,1779472378.478399
train,action_1393,outside,,,1779472382.923681
train,action_1394,outside,,,1779472386.884825
train,action_1395,outside,,,1779472391.663796
train,action_1396,outside,,,1779472396.06159
train,action_1397,outside,,,1779472400.699274
train,action_1398,outside,,,1779472404.200769
train,action_1399,inside,,,1779472410.634818
train,action_1400,inside,,,1779472420.536705
train,action_1401,outside,,,1779472426.180774
train,action_1402,outside,,,1779472431.588929
train,action_1403,outside,,,1779472461.796235
train,action_1404,outside,,,1779472492.63293
train,action_1405,outside,,,1779472497.942729
train,action_1406,outside,,,1779472503.462272
train,action_1407,outside,,,1779472508.719636
train,action_1408,outside,,,1779472519.146802
train,action_1409,outside,,,1779472524.2393742
train,action_1410,outside,,,1779472527.9188092
train,action_1411,outside,,,1779472533.687326
train,action_1412,outside,,,1779472539.724386
train,action_1413,unclear,,,1779472551.001429
train,action_1414,outside,,,1779472569.61491
train,action_1415,outside,,,1779472574.2526772
train,action_1416,outside,,,1779472577.150356
train,action_1417,outside,,,1779472581.670439
train,action_1418,outside,,,1779472586.8215191
train,action_1419,outside,,,1779472593.734277
train,action_1420,outside,,,1779472599.45362
train,action_1421,outside,,,1779472604.1258209
train,action_1422,unclear,,,1779472618.494414
train,action_1423,outside,,,1779472623.1614149
